,gly_resc_score,Opening,has_cHelix,all_buns,hx_sc,h1_len,BuriedHyphobSAperRes,ExtendedE6,CurvedLongArm,prot,gly_resc_nres,score_res_betacart,base_width,short_arm_l,H3_len,non_ala_hyphob_percent,Net_charge,long_arm_l,Second_b_place,pocket_vol,scaffold_len,E3_MainBulgeCurve,sc_buns,Second_bulge_E3,av_strand_hb,sspred,hairpin_len,dist,trp_lock_score,long_arm_ang,shoot
FGTDYYKC_BasicBeNTF2_designed_0000.pdb,0.0,1,0.0,7.0,0.760697,19.0,69.5836,0.0,0.0,-3.9868132964599905,0.0,-3.83281,5.0,1.0,14.0,35.7,-3.0,3.0,0.0,344.0,114,3.0,5.0,0.0,-1.15872,0.240786,4.0,25.62702678972501,0.0,88.42448480977757,24.7019625817224
FGWBIWPO_BasicBeNTF2_designed_0000.pdb,-2.14312,1,0.0,12.0,0.778606,19.0,72.3882,0.0,0.0,0.3592655984118007,1.0,-3.84945,3.0,2.0,10.0,20.0,-3.0,3.0,1.0,70.000025034,111,3.0,6.0,1.0,-1.08664,0.300895,4.0,19.334623426781587,-9.07159,35.04869890687261,67.35797768321008
FGWEFRQF_BasicBeNTF2_designed_0000.pdb,-1.15277,1,0.0,4.0,0.722776,19.0,64.7818,0.0,0.0,0.6709904567210501,1.0,-3.69781,5.0,1.0,14.0,35.7,-4.0,3.0,1.0,220.0,115,2.0,2.0,1.0,-1.12797,0.630872,4.0,24.76329640296749,0.0,40.74405754202338,73.72523968217004
FGWGJTIZ_BasicBeNTF2_designed_0000.pdb,-5.02718,1,0.0,2.0,0.746632,19.0,70.5897,0.0,0.0,0.38525387015928736,2.0,-3.77855,3.0,2.0,10.0,50.0,-3.0,3.0,1.0,223.000079751,111,2.0,1.0,1.0,-1.12227,0.288234,4.0,20.697989195984217,-4.96003,41.63007473854615,57.3436289715942
FGXKVZWG_BasicBeNTF2_designed_0000.pdb,0.0,1,0.0,5.0,0.753986,19.0,75.9762,0.0,0.0,-0.043748597383984844,0.0,-3.87989,3.0,2.0,10.0,20.0,-5.0,3.0,1.0,173.999937773,111,3.0,2.0,1.0,-1.12118,0.290121,4.0,16.891679573242662,-12.0153,19.018336339660518,73.44894796635607
FHCIIRBU_BasicBeNTF2_designed_0000.pdb,-4.95879,1,0.0,6.0,0.763314,19.0,70.8587,0.0,0.0,0.15958651887370934,2.0,-3.67725,3.0,2.0,10.0,20.0,-3.0,3.0,1.0,79.0,112,2.0,4.0,1.0,-1.09766,0.28766,4.0,19.233812951606645,-8.95342,19.947639277297384,70.05843337046463
FHCIWYKM_BasicBeNTF2_designed_0000.pdb,-1.29153,1,0.0,7.0,0.68635,19.0,66.6085,0.0,0.0,1.1991505674961562,1.0,-3.58327,3.0,2.0,14.0,35.7,-5.0,3.0,1.0,148.0,115,2.0,4.0,1.0,-1.11467,0.241614,4.0,19.236444916537895,-10.7098,23.130690444076688,71.29772641161811
FHFADAQQ_BasicBeNTF2_designed_0000.pdb,-4.18649,1,0.0,3.0,0.619544,19.0,73.6681,0.0,0.0,0.5393179630324205,2.0,-3.64592,3.0,2.0,14.0,14.3,-7.0,3.0,1.0,337.0,115,2.0,2.0,1.0,-1.14326,0.260276,4.0,20.291580120570927,-11.3211,40.95895040880103,67.67467848030881
FHHIOMOH_BasicBeNTF2_designed_0000.pdb,0.0,1,0.0,4.0,0.730961,19.0,68.8669,0.0,0.0,-9.61653658599991,0.0,-3.54668,3.0,2.0,14.0,35.7,-5.0,2.0,0.0,164.0,111,3.0,1.0,0.0,-1.15719,0.257628,4.0,19.875354419341686,-6.04369,98.43858720525397,25.35747749012006
FHITKFNS_BasicBeNTF2_designed_0000.pdb,0.0,1,0.0,4.0,0.729959,19.0,66.1368,0.0,0.0,-9.690837566083067,0.0,-3.59907,3.0,2.0,15.0,40.0,-3.0,2.0,0.0,120.000042915,113,1.0,3.0,0.0,-1.17487,0.271663,4.0,22.4692219993181,-2.5242,105.55262955300115,40.07622041381981
FHIZSIMQ_BasicBeNTF2_designed_0000.pdb,-2.08614,1,0.0,0.0,0.689156,19.0,65.7814,0.0,0.0,-9.42307002056899,1.0,-3.58658,3.0,2.0,11.0,54.5,-5.0,2.0,0.0,225.999919176,109,3.0,0.0,0.0,-1.1392,0.273394,4.0,19.611189652180247,-12.077,85.08191233280266,18.300094850431492
FHJNDFFR_BasicBeNTF2_designed_0000.pdb,0.0,1,0.0,2.0,0.741022,19.0,68.5128,0.0,0.0,-5.3031867871825575,0.0,-3.63864,3.0,2.0,11.0,45.5,-11.0,3.0,0.0,475.000169873,115,3.0,2.0,0.0,-1.09095,0.292406,4.0,24.36894801506571,-8.05551,97.97213024135974,32.324240165301006
FHMONTZG_BasicBeNTF2_designed_0000.pdb,-2.65208,1,0.0,7.0,0.749101,19.0,74.6859,0.0,0.0,-9.146210899924736,1.0,-3.94195,5.0,2.0,11.0,54.5,-7.0,2.0,0.0,284.999898076,119,3.0,5.0,0.0,-1.17967,0.28693,6.0,23.579564315642788,-12.626,100.61176252936465,27.949952475333873
FHNASZRJ_BasicBeNTF2_designed_0000.pdb,-3.13674,1,0.0,3.0,0.70767,19.0,75.9304,0.0,0.0,-5.904784511473089,1.0,-3.91799,3.0,2.0,14.0,35.7,-4.0,3.0,0.0,107.0,115,2.0,0.0,0.0,-1.11888,0.223609,4.0,24.817373772435047,-6.91226,97.05289204784792,32.813069627739196
FHNMSWNT_BasicBeNTF2_designed_0000.pdb,0.0,1,0.0,7.0,0.788699,19.0,63.5757,0.0,0.0,-3.9998858098305607,0.0,-3.57128,3.0,2.0,14.0,35.7,-3.0,3.0,1.0,51.000018239,116,2.0,4.0,1.0,-1.08307,0.435475,4.0,26.235269410142326,-11.2435,63.47701040023056,71.82053742378751
FHNOTLYJ_BasicBeNTF2_designed_0000.pdb,0.0,1,0.0,8.0,0.744507,19.0,69.5702,0.0,0.0,-8.931040238654237,0.0,-3.79999,5.0,1.0,15.0,26.7,-5.0,2.0,0.0,116.0,115,3.0,5.0,0.0,-1.20616,0.242858,6.0,23.68007449462037,0.0,90.73139041045935,28.417818099691033
FHPSVUVX_BasicBeNTF2_designed_0000.pdb,0.0,1,0.0,5.0,0.673922,19.0,69.8922,0.0,0.0,-10.239599962495245,0.0,-3.78802,3.0,2.0,11.0,54.5,-3.0,2.0,0.0,445.0,107,2.0,4.0,0.0,-1.22122,0.139263,4.0,21.831643644169294,-10.6893,104.26540946490157,33.652635063982075
FHQXSKQL_BasicBeNTF2_designed_0000.pdb,-5.40758,1,0.0,1.0,0.657036,19.0,64.9616,0.0,0.0,-0.4173189671294857,2.0,-3.90677,3.0,2.0,10.0,40.0,-3.0,3.0,1.0,158.0,111,2.0,1.0,1.0,-1.08861,0.279828,4.0,21.476623524342475,-9.16713,50.18661062608923,57.11219689623755
FHWBSRZM_BasicBeNTF2_designed_0000.pdb,0.0,1,0.0,5.0,0.758671,19.0,66.8754,0.0,0.0,-10.14884830095361,0.0,-3.57833,5.0,1.0,14.0,35.7,-3.0,2.0,0.0,74.9999731779,111,1.0,5.0,0.0,-1.1081,0.619093,4.0,26.179608156165767,0.0,107.0163913683613,43.41917601075991
FHXCMAOF_BasicBeNTF2_designed_0000.pdb,0.0,1,0.0,2.0,0.66441,19.0,73.8406,0.0,0.0,1.7908572837715333,0.0,-3.78813,3.0,2.0,10.0,30.0,-4.0,3.0,1.0,216.000077248,111,3.0,2.0,1.0,-1.17149,0.220861,4.0,16.711113654276044,-7.54535,23.58291888209733,69.6147561703642
FIELBVML_BasicBeNTF2_designed_0000.pdb,0.0,1,0.0,7.0,0.782844,19.0,74.1123,0.0,0.0,0.6668799024615861,0.0,-4.00224,3.0,2.0,14.0,50.0,-7.0,3.0,1.0,288.000102997,115,2.0,2.0,1.0,-1.14959,0.554694,4.0,21.105590300245154,-15.1387,35.64037443801304,74.77834041575855
FIELDQMI_BasicBeNTF2_designed_0000.pdb,-2.98091,1,0.0,4.0,0.663007,19.0,67.6916,0.0,0.0,-8.407226554300964,1.0,-3.87504,5.0,1.0,15.0,26.7,-7.0,2.0,0.0,303.999891281,115,3.0,0.0,0.0,-1.21286,0.239194,6.0,24.025073250095517,0.0,94.31694085775733,36.20512052975786
FIFZJQLI_BasicBeNTF2_designed_0000.pdb,-1.43049,1,0.0,2.0,0.707013,19.0,71.6941,0.0,0.0,0.21120913287800036,1.0,-3.7789,3.0,2.0,14.0,42.9,-3.0,3.0,1.0,378.0,115,3.0,0.0,1.0,-1.11291,0.239011,4.0,21.447153061182043,-8.16257,31.371515843910007,61.9549218408891
FIHGNCKS_BasicBeNTF2_designed_0000.pdb,0.0,1,0.0,6.0,0.676787,19.0,64.1663,0.0,0.0,1.5293978199798772,0.0,-3.61301,5.0,1.0,14.0,28.6,-7.0,3.0,1.0,266.000095129,115,3.0,4.0,1.0,-1.05647,0.252479,4.0,24.787759918161264,0.0,30.330564283133132,65.1013197801799
FIHJBETW_BasicBeNTF2_designed_0000.pdb,0.0,1,0.0,2.0,0.75397,19.0,70.8878,0.0,0.0,-9.910700299252998,0.0,-3.8038,5.0,1.0,15.0,40.0,-5.0,2.0,0.0,261.0,111,1.0,1.0,0.0,-1.252,0.257651,4.0,25.692486811737005,0.0,107.27394306310099,39.14571861874319
FIJPZJFA_BasicBeNTF2_designed_0000.pdb,-2.66822,1,0.0,2.0,0.68784,19.0,67.6421,0.0,0.0,-0.7817625946624709,1.0,-3.72093,5.0,2.0,10.0,20.0,-5.0,3.0,1.0,177.0000633,119,3.0,1.0,1.0,-1.09823,0.261663,4.0,20.775443736696694,-6.50518,36.541315765202576,59.02105688196578
FIKOQIOR_BasicBeNTF2_designed_0000.pdb,-3.98998,1,0.0,10.0,0.728687,19.0,72.4003,0.0,0.0,-3.3365738734247383,1.0,-3.67605,5.0,1.0,14.0,21.4,-4.0,3.0,0.0,324.999883771,115,3.0,4.0,0.0,-1.13967,0.164558,4.0,25.02522631666091,0.0,76.96930007065973,19.526309013883832
FIOQWOLX_BasicBeNTF2_designed_0000.pdb,0.0,1,0.0,6.0,0.703848,19.0,71.201,0.0,0.0,1.2215789550022933,0.0,-3.6252,5.0,1.0,14.0,42.9,-4.0,3.0,1.0,99.0000354052,115,3.0,3.0,1.0,-1.08416,0.247979,4.0,22.919724578660112,0.0,31.944413090344632,60.83513659595718
FIPKAUNK_BasicBeNTF2_designed_0000.pdb,-1.98838,1,0.0,5.0,0.736722,19.0,68.5775,0.0,0.0,-11.160874711009667,1.0,-3.63163,5.0,2.0,11.0,36.4,-6.0,2.0,0.0,164.0,119,3.0,3.0,0.0,-1.13957,0.266734,6.0,24.42971209496795,-6.63425,109.26797588773566,24.73612435691834
FIQEYVRJ_BasicBeNTF2_designed_0000.pdb,0.0,1,0.0,4.0,0.678953,19.0,69.7661,0.0,0.0,-8.407334648003873,0.0,-3.97149,5.0,1.0,14.0,50.0,-6.0,2.0,0.0,499.0,111,3.0,3.0,0.0,-1.13617,0.257926,4.0,24.228706557984125,0.0,99.14992712769325,36.753812425937326
FISAQLLT_BasicBeNTF2_designed_0000.pdb,-1.37179,1,0.0,2.0,0.722437,19.0,68.3242,0.0,0.0,-9.087404117596812,1.0,-3.81546,5.0,1.0,15.0,33.3,-4.0,2.0,0.0,41.0000146627,115,3.0,0.0,0.0,-1.28166,0.273502,6.0,24.413894581076043,0.0,100.03121538828282,37.297243100528476
FISQNDTL_BasicBeNTF2_designed_0000.pdb,-2.37071,1,0.0,12.0,0.698188,19.0,70.9692,0.0,0.0,-8.892092448779703,1.0,-3.6753,3.0,2.0,10.0,50.0,-6.0,2.0,0.0,309.0,107,3.0,3.0,0.0,-1.16116,0.304559,4.0,19.709756638771548,-7.96585,93.85326319848939,23.603476102946104
FIXCRLFK_BasicBeNTF2_designed_0000.pdb,-1.65187,1,0.0,3.0,0.667172,19.0,69.6916,0.0,0.0,0.19466679108332663,1.0,-3.8119,3.0,2.0,14.0,42.9,-4.0,3.0,1.0,325.000116229,115,2.0,1.0,1.0,-1.09067,0.253165,4.0,19.16484812731283,-10.6441,27.832297820790984,63.02948646575409
FIZHSRWL_BasicBeNTF2_designed_0000.pdb,0.0,1,0.0,8.0,0.751854,19.0,71.1436,0.0,0.0,-8.215734720888733,0.0,-3.70606,5.0,2.0,10.0,50.0,-6.0,2.0,0.0,338.0,115,3.0,8.0,0.0,-1.14662,0.24212,4.0,23.93994064568752,-12.9084,98.67138687811256,34.12161412874525
FJEEUCMJ_BasicBeNTF2_designed_0000.pdb,0.0,1,0.0,5.0,0.696553,19.0,68.2913,0.0,0.0,4.756452496053283,0.0,-3.67291,3.0,2.0,10.0,10.0,-4.0,4.0,1.0,421.0,118,2.0,3.0,1.0,-1.12636,0.477704,4.0,22.039945971342252,-9.93315,48.84372791398203,44.315444969119284
FJENRVEV_BasicBeNTF2_designed_0000.pdb,0.0,1,0.0,5.0,0.670582,19.0,62.9691,0.0,0.0,-0.3499920786892865,0.0,-3.68296,3.0,2.0,10.0,20.0,-3.0,3.0,1.0,83.0,112,3.0,2.0,1.0,-1.12802,0.297855,4.0,21.050680133944933,-8.1153,35.96856707499251,55.13045797305115
FJFCKKSU_BasicBeNTF2_designed_0000.pdb,0.0,1,0.0,3.0,0.755477,19.0,69.7124,1.0,0.0,-10.207048497739917,0.0,-3.84156,5.0,1.0,15.0,40.0,-3.0,2.0,0.0,144.0,113,1.0,2.0,0.0,-1.24222,0.245851,4.0,26.64245817272623,0.0,107.44650517146327,44.051308955665405
FJFDGIVN_BasicBeNTF2_designed_0000.pdb,0.0,1,0.0,11.0,0.758897,19.0,68.9066,0.0,0.0,-10.603858213638206,0.0,-3.7192,3.0,2.0,15.0,60.0,-5.0,2.0,0.0,186.000066519,111,1.0,5.0,0.0,-1.18558,0.276233,4.0,21.87250304646789,-7.42141,119.41198436519008,48.069095662963775
FJFVVWQL_BasicBeNTF2_designed_0000.pdb,0.0,1,0.0,4.0,0.699584,19.0,67.981,0.0,0.0,-4.70461921903803,0.0,-3.75539,5.0,1.0,14.0,57.1,-7.0,3.0,0.0,688.0,118,3.0,2.0,0.0,-1.12226,0.208419,6.0,27.28678303199648,0.0,81.78607494197807,22.449599917395886
FJFVZQYV_BasicBeNTF2_designed_0000.pdb,0.0,1,0.0,4.0,0.755807,19.0,73.548,0.0,0.0,-5.402113126985025,0.0,-3.81542,3.0,2.0,15.0,20.0,-4.0,3.0,0.0,240.0,117,3.0,0.0,0.0,-1.15812,0.187021,4.0,22.415681351398348,-9.47492,94.00809217345248,20.847721529372308
FJHZXTXT_BasicBeNTF2_designed_0000.pdb,0.0,1,0.0,4.0,0.761506,19.0,71.8473,0.0,0.0,-4.12207278001495,0.0,-3.80248,3.0,2.0,15.0,26.7,-4.0,3.0,1.0,393.0,117,2.0,3.0,1.0,-1.15938,0.180013,4.0,25.406209191761533,-9.24522,58.26865059227024,66.11090704597768
FJIYTLZA_BasicBeNTF2_designed_0000.pdb,0.0,1,0.0,12.0,0.715882,19.0,67.7774,1.0,0.0,-9.345333849206373,0.0,-3.55567,3.0,2.0,10.0,50.0,-4.0,2.0,0.0,183.999934196,113,1.0,9.0,0.0,-1.16657,0.370246,6.0,21.101378253865942,-5.06971,96.19888341077142,35.038947348873364
FJKDZCIU_BasicBeNTF2_designed_0000.pdb,-3.79639,1,0.0,4.0,0.743708,19.0,72.8759,0.0,0.0,-9.819932696912613,1.0,-3.62427,3.0,2.0,15.0,40.0,-3.0,2.0,0.0,184.0,111,2.0,2.0,0.0,-1.19742,0.380942,4.0,22.155654424060405,-7.21224,100.26728823148234,33.90924616029801
FJMOSAFJ_BasicBeNTF2_designed_0000.pdb,0.0,1,0.0,3.0,0.663687,19.0,68.1722,0.0,0.0,-0.12131252503765388,0.0,-3.78572,5.0,2.0,10.0,30.0,-5.0,3.0,1.0,278.000099421,119,3.0,3.0,1.0,-1.11448,0.318265,4.0,22.179991353155362,-12.3589,40.306626014484486,53.106989656542524
FJNIMQOU_BasicBeNTF2_designed_0000.pdb,0.0,1,0.0,4.0,0.721888,19.0,65.542,1.0,0.0,-11.051193517980932,0.0,-3.73146,3.0,2.0,15.0,46.7,-9.0,2.0,0.0,281.0,113,1.0,2.0,0.0,-1.1949,0.303397,4.0,22.65471515608357,-8.8024,120.86111890450385,52.51832831776642
FJNJGBHK_BasicBeNTF2_designed_0000.pdb,0.0,1,0.0,3.0,0.709954,19.0,69.6134,0.0,0.0,-10.384288402557416,0.0,-3.60651,5.0,1.0,15.0,40.0,-7.0,2.0,0.0,28.0000100136,111,1.0,2.0,0.0,-1.13918,0.380243,4.0,25.881600146995165,0.0,109.51482346169706,39.53040548063336
FJPKXDNP_BasicBeNTF2_designed_0000.pdb,-3.26889,1,0.0,4.0,0.717439,19.0,72.6815,0.0,0.0,-0.7351608913966583,1.0,-3.71311,3.0,2.0,10.0,60.0,-3.0,3.0,1.0,338.999878764,111,2.0,1.0,1.0,-1.14872,0.268441,4.0,19.881603401763883,-8.47265,36.653200277297,54.21698484137728
FJQYMAVC_BasicBeNTF2_designed_0000.pdb,-2.52889,1,0.0,5.0,0.751743,19.0,73.3975,0.0,0.0,-0.6146075439713652,1.0,-3.85521,5.0,1.0,14.0,50.0,-6.0,3.0,1.0,240.0,115,2.0,1.0,1.0,-1.12842,0.286612,4.0,25.404160066925662,0.0,47.03998909154804,58.07523143431372
FJRHYGTF_BasicBeNTF2_designed_0000.pdb,-5.61475,1,0.0,3.0,0.804564,19.0,74.9925,0.0,0.0,-0.12950923485404076,2.0,-3.98943,5.0,2.0,10.0,40.0,-7.0,3.0,1.0,191.000068307,119,3.0,3.0,1.0,-1.14612,0.301825,4.0,19.62073640904035,-11.5133,23.385601237387032,70.394218223163
FJXWQLTR_BasicBeNTF2_designed_0000.pdb,0.0,1,0.0,4.0,0.719221,19.0,70.6517,0.0,0.0,-9.107127738407902,0.0,-3.72561,3.0,2.0,15.0,33.3,-5.0,2.0,0.0,437.000156283,111,2.0,2.0,0.0,-1.12296,0.196256,4.0,21.29817701900469,-13.0046,105.54694047365116,41.076734908445644
FKAKIALR_BasicBeNTF2_designed_0000.pdb,-1.70436,1,0.0,5.0,0.763891,19.0,67.4879,0.0,0.0,-0.9565373325945128,1.0,-3.95433,3.0,2.0,10.0,40.0,-3.0,3.0,1.0,168.0,111,2.0,1.0,1.0,-1.13478,0.252445,4.0,19.94949077185033,-12.4552,38.908609806356196,58.34807290142784
FKDWXRZJ_BasicBeNTF2_designed_0000.pdb,0.0,1,0.0,2.0,0.728931,19.0,79.1446,0.0,0.0,-9.602122194329333,0.0,-3.90401,5.0,1.0,15.0,53.3,-3.0,2.0,0.0,104.0,115,3.0,1.0,0.0,-1.13337,0.254721,6.0,23.269066064616453,0.0,102.61818413079871,31.25553180430083
FKDXYUBD_BasicBeNTF2_designed_0000.pdb,0.0,1,0.0,5.0,0.738697,19.0,70.6317,0.0,0.0,-10.288236405333231,0.0,-3.7112,3.0,2.0,15.0,33.3,-4.0,2.0,0.0,231.0,111,1.0,2.0,0.0,-1.21465,0.195783,4.0,22.162810419198067,-8.15603,115.87592986863052,48.73888449583964
FKEEKLAX_BasicBeNTF2_designed_0000.pdb,0.0,1,0.0,2.0,0.630553,19.0,71.7845,0.0,0.0,-3.484458525141843,0.0,-3.81653,5.0,1.0,14.0,35.7,-5.0,3.0,0.0,879.0,119,3.0,2.0,0.0,-1.15092,0.322133,6.0,26.240647393646917,0.0,83.25999711238768,25.32517122713773
FKFXHMWK_BasicBeNTF2_designed_0000.pdb,0.0,1,0.0,9.0,0.746313,19.0,77.6471,0.0,0.0,-6.231158379447287,0.0,-3.86972,5.0,1.0,14.0,50.0,-6.0,3.0,0.0,310.0,115,3.0,2.0,0.0,-1.11298,0.263728,4.0,26.54034691288642,0.0,94.44007569344181,21.54880406305338
FKGBLHYR_BasicBeNTF2_designed_0000.pdb,0.0,1,0.0,7.0,0.737035,19.0,69.0088,0.0,0.0,-7.532473466333917,0.0,-3.70093,5.0,1.0,10.0,30.0,-8.0,2.0,0.0,257.0,111,3.0,2.0,0.0,-1.25663,0.234841,6.0,20.857376747984397,0.0,78.18675025008685,22.942786580606167
FKGJDEEW_BasicBeNTF2_designed_0000.pdb,-2.33531,1,0.0,8.0,0.696947,19.0,65.4954,0.0,0.0,-1.3410373691207518,1.0,-3.8222,3.0,2.0,10.0,40.0,-3.0,3.0,1.0,149.000053287,111,2.0,5.0,1.0,-1.10207,0.428417,4.0,19.725240546346296,-5.67568,44.82268998915494,62.73600842648962
FKGPRPGG_BasicBeNTF2_designed_0000.pdb,0.0,1,0.0,6.0,0.76378,19.0,69.6115,0.0,0.0,-1.9944076891373488,0.0,-3.87982,5.0,1.0,14.0,35.7,-3.0,3.0,1.0,507.0,119,2.0,2.0,1.0,-1.08774,0.29321,6.0,22.15206793625742,0.0,36.877438338908306,59.15143984009802
FKGTVZNE_BasicBeNTF2_designed_0000.pdb,0.0,1,0.0,8.0,0.671452,19.0,60.208,0.0,0.0,7.759286646091763,0.0,-3.74955,3.0,2.0,10.0,30.0,-6.0,4.0,1.0,510.0,118,2.0,5.0,1.0,-1.12747,0.320105,4.0,21.39261939818114,-10.1002,23.05119454775554,72.58282501800382
FKIVUMTN_BasicBeNTF2_designed_0000.pdb,0.0,1,0.0,7.0,0.762636,19.0,81.7106,0.0,0.0,1.605828485509175,0.0,-3.72755,3.0,2.0,10.0,50.0,-7.0,3.0,1.0,311.000111222,111,3.0,4.0,1.0,-1.0849,0.250965,4.0,17.92513090184957,-9.17467,22.908933829150055,70.58714441993696
FKJNASTG_BasicBeNTF2_designed_0000.pdb,-3.27739,1,0.0,7.0,0.763573,19.0,71.3903,0.0,0.0,-8.415545431661599,1.0,-4.03203,3.0,2.0,15.0,46.7,-5.0,2.0,0.0,55.9999799728,113,3.0,3.0,0.0,-1.21504,0.287029,4.0,18.500990486758493,-12.6121,93.81044317222258,26.365370247785478
FKKESJFO_BasicBeNTF2_designed_0000.pdb,-2.68941,1,0.0,3.0,0.711978,19.0,72.2948,0.0,0.0,0.7607275754826528,1.0,-3.61649,5.0,1.0,14.0,35.7,-4.0,3.0,1.0,236.0000844,115,2.0,2.0,1.0,-1.19677,0.302548,4.0,25.009237761479774,0.0,35.53775144487983,71.0932772761774
FKKFYOOV_BasicBeNTF2_designed_0000.pdb,0.0,1,0.0,3.0,0.729314,19.0,68.3136,0.0,0.0,-9.778318759115942,0.0,-3.61377,5.0,1.0,15.0,46.7,-3.0,2.0,0.0,178.0,115,1.0,2.0,0.0,-1.1027,0.177817,6.0,25.84298857891998,0.0,113.33830020468123,49.19358531762995
FKQNGFIW_BasicBeNTF2_designed_0000.pdb,-3.36768,1,0.0,6.0,0.69701,19.0,69.4902,0.0,0.0,0.4959996339813504,1.0,-3.6299,5.0,1.0,10.0,40.0,-7.0,3.0,1.0,113.0,111,3.0,4.0,1.0,-1.08361,0.610971,4.0,21.842288424097124,0.0,26.27715135275159,75.5539825255694
FKVNQULQ_BasicBeNTF2_designed_0000.pdb,-2.00314,1,0.0,4.0,0.791004,19.0,79.7452,0.0,0.0,0.24211248791687012,1.0,-3.96672,5.0,2.0,10.0,60.0,-5.0,3.0,1.0,76.9999724627,119,3.0,2.0,1.0,-1.11913,0.305617,4.0,19.612456662456847,-5.51781,22.25849613336476,72.70922895392654
FKVQEZWV_BasicBeNTF2_designed_0000.pdb,0.0,1,0.0,5.0,0.720279,19.0,68.5669,1.0,0.0,-10.606848305886645,0.0,-3.58042,3.0,2.0,11.0,54.5,-7.0,2.0,0.0,80.0,113,1.0,5.0,0.0,-1.17286,0.500619,6.0,21.829760009016287,-5.69703,104.91515862812389,36.25883959977534
FKVXAFSN_BasicBeNTF2_designed_0000.pdb,-2.93916,1,0.0,8.0,0.722344,19.0,78.9338,0.0,0.0,1.4097939250073264,1.0,-3.89295,5.0,1.0,14.0,28.6,-3.0,3.0,1.0,193.99993062,119,3.0,3.0,1.0,-1.11854,0.30045,6.0,24.484453368457274,0.0,33.62072620596929,61.61428185893382
FKWCOSWO_BasicBeNTF2_designed_0000.pdb,0.0,1,0.0,3.0,0.652008,19.0,62.8163,0.0,0.0,6.254383155647584,0.0,-3.62895,3.0,2.0,10.0,30.0,-4.0,4.0,1.0,84.0,117,2.0,3.0,1.0,-1.06751,0.349519,4.0,22.596609353203533,-10.9298,40.61390550948765,58.4546748287117
FKWQHOXL_BasicBeNTF2_designed_0000.pdb,0.0,1,0.0,7.0,0.746691,19.0,65.5424,0.0,0.0,8.198507034014197,0.0,-3.65415,3.0,2.0,10.0,30.0,-3.0,4.0,1.0,333.00011909,117,3.0,5.0,1.0,-1.08966,0.444583,4.0,20.223659340812347,-11.837,39.698450346247924,51.00852998557076
FKZRWWZL_BasicBeNTF2_designed_0000.pdb,0.0,1,0.0,3.0,0.685608,19.0,80.7422,0.0,0.0,0.5824624289577081,0.0,-3.71526,5.0,1.0,14.0,42.9,-4.0,3.0,1.0,69.0,119,3.0,2.0,1.0,-1.16145,0.582849,6.0,21.1632208061576,0.0,33.18523019299655,60.692309614085104
FLBBEBDF_BasicBeNTF2_designed_0000.pdb,0.0,1,0.0,4.0,0.719062,19.0,75.2124,0.0,0.0,-0.9670319458702146,0.0,-3.74686,3.0,2.0,14.0,42.9,-6.0,3.0,1.0,271.0,115,2.0,3.0,1.0,-1.12473,0.233089,4.0,22.287674247472616,-4.18745,42.15501863976257,58.204726388697324
FLBGHTCO_BasicBeNTF2_designed_0000.pdb,-2.85253,1,0.0,7.0,0.719383,19.0,69.4192,0.0,0.0,-0.5674491389340854,1.0,-3.67275,3.0,2.0,14.0,42.9,-8.0,3.0,1.0,307.0,115,2.0,4.0,1.0,-1.15386,0.267551,4.0,21.81488720925186,-14.4584,32.4957083201493,70.62576259627157
FLBXGOTK_BasicBeNTF2_designed_0000.pdb,-2.93609,1,0.0,4.0,0.721888,19.0,74.6701,0.0,0.0,1.2024735268685394,1.0,-3.72502,3.0,2.0,14.0,28.6,-9.0,3.0,1.0,135.0,115,2.0,2.0,1.0,-1.09459,0.294465,4.0,20.406785554298374,-11.1865,23.796168805837812,68.76777929199442
FLEEHOIV_BasicBeNTF2_designed_0000.pdb,0.0,1,0.0,8.0,0.724254,19.0,76.4543,0.0,0.0,-4.095660997469942,0.0,-3.75774,3.0,2.0,14.0,42.9,-7.0,3.0,0.0,562.0,115,3.0,5.0,0.0,-1.13929,0.31945,4.0,23.797715781082044,-10.1685,82.46298256677386,34.77251730694144
FLERLQUP_BasicBeNTF2_designed_0000.pdb,-2.74113,1,0.0,2.0,0.740905,19.0,67.9515,0.0,1.0,3.3919822673680056,1.0,-3.57377,3.0,2.0,10.0,30.0,-5.0,4.0,0.0,621.0,117,3.0,0.0,0.0,-1.09189,0.252561,4.0,22.415150953769146,-11.2736,36.643749352018204,55.940494379976116
FLFFULZJ_BasicBeNTF2_designed_0000.pdb,-1.17786,1,0.0,5.0,0.765093,19.0,78.2511,0.0,0.0,0.7616327899270292,1.0,-3.86728,5.0,1.0,10.0,30.0,-3.0,3.0,1.0,167.000059724,111,3.0,1.0,1.0,-1.07912,0.21958,4.0,20.119055801517984,0.0,31.065904133808857,69.01059960229546
FLFIKEMS_BasicBeNTF2_designed_0000.pdb,0.0,1,0.0,3.0,0.802374,19.0,68.714,1.0,0.0,-10.430373850607058,0.0,-3.62176,3.0,2.0,15.0,40.0,-4.0,2.0,0.0,139.0,113,1.0,2.0,0.0,-1.26222,0.284237,4.0,22.82431433844622,-3.85219,121.89446641933624,58.33667544044886
