,shoot,short_arm,long_arm_ang,dist,base,main_bulge_curve,long_arm,sheet_type,prot,len,sec_bulge,path,x,y
den_BNJVHVPF,35.71282129686006,2,94.08383546304049,20.80034757155921,3,1,2,1,-9.291799496697603,111,0,/home/basantab/NTF2_project/20181119_GenerativeAlgorithm40Kbbs/121_or_less_aas/BNJVHVPF_BasicBeNTF2_designed_0000.pdb,5.218560695648193,-22.249361038208008
den_BNLFHPBK,55.493810417651474,2,40.559377994840744,21.956646277808193,3,3,3,11,-1.7469303418249584,117,1,/home/basantab/NTF2_project/20181119_GenerativeAlgorithm40Kbbs/121_or_less_aas/BNLFHPBK_BasicBeNTF2_designed_0000.pdb,21.70201301574707,-16.383180618286133
den_BNMQLPIH,33.66186396905522,2,90.95638465106627,23.74767760799811,3,2,3,9,-4.799072945168856,119,0,/home/basantab/NTF2_project/20181119_GenerativeAlgorithm40Kbbs/121_or_less_aas/BNMQLPIH_BasicBeNTF2_designed_0000.pdb,14.115976333618164,-13.992236137390137
den_BOHAWEWJ,25.644604615901784,2,73.36365648213308,26.219308280762668,5,3,3,52,-3.652022172386779,121,0,/home/basantab/NTF2_project/20181119_GenerativeAlgorithm40Kbbs/121_or_less_aas/BOHAWEWJ_BasicBeNTF2_designed_0000.pdb,57.49222946166992,7.176870346069336
den_BPCMLNZW,38.511692760596645,2,104.63238182172863,21.078719585529534,3,1,2,2,-9.56079355043462,121,0,/home/basantab/NTF2_project/20181119_GenerativeAlgorithm40Kbbs/121_or_less_aas/BPCMLNZW_BasicBeNTF2_designed_0000.pdb,-24.851226806640625,-39.79199981689453
den_BPRJSXRC,61.2124977860596,1,40.409678314379846,23.435513360721025,5,3,3,40,0.01670996243248446,121,1,/home/basantab/NTF2_project/20181119_GenerativeAlgorithm40Kbbs/121_or_less_aas/BPRJSXRC_BasicBeNTF2_designed_0000.pdb,8.58961009979248,25.17335319519043
den_BPWCZRRQ,49.703271295683805,2,65.62585018529121,22.623807707246748,3,3,3,10,-2.604237507499498,114,1,/home/basantab/NTF2_project/20181119_GenerativeAlgorithm40Kbbs/121_or_less_aas/BPWCZRRQ_BasicBeNTF2_designed_0000.pdb,16.616830825805664,-25.362262725830078
den_BRTRTAFY,24.24845920627891,2,103.859960597806,23.293894085448713,3,2,3,9,-6.399648708893562,116,0,/home/basantab/NTF2_project/20181119_GenerativeAlgorithm40Kbbs/121_or_less_aas/BRTRTAFY_BasicBeNTF2_designed_0000.pdb,-2.658952474594116,-27.181062698364258
den_BRWSKMTT,36.05860391283204,1,107.33896156101936,24.480921745164583,5,2,2,27,-9.876063127277561,113,0,/home/basantab/NTF2_project/20181119_GenerativeAlgorithm40Kbbs/121_or_less_aas/BRWSKMTT_BasicBeNTF2_designed_0000.pdb,3.55898118019104,13.832286834716797
den_BTOPUKKH,70.30322644969672,1,31.64695874219882,21.316556601012714,5,2,3,35,0.36134866754126627,111,1,/home/basantab/NTF2_project/20181119_GenerativeAlgorithm40Kbbs/121_or_less_aas/BTOPUKKH_BasicBeNTF2_designed_0000.pdb,11.028877258300781,27.661022186279297
den_BUBDQKHI,62.91200756589048,1,28.60835030228034,24.017031232542145,5,3,4,59,2.0188089827407385,117,1,/home/basantab/NTF2_project/20181119_GenerativeAlgorithm40Kbbs/121_or_less_aas/BUBDQKHI_BasicBeNTF2_designed_0000.pdb,-8.883573532104492,22.039579391479492
den_BUNPNULM,66.63023594451539,1,34.4963704365294,24.47979087622425,5,2,3,35,0.25370275975637924,116,1,/home/basantab/NTF2_project/20181119_GenerativeAlgorithm40Kbbs/121_or_less_aas/BUNPNULM_BasicBeNTF2_designed_0000.pdb,20.17093849182129,37.82063293457031
den_BVCCYVMK,27.591105012093266,1,85.25000173526311,23.098637707647136,5,3,2,28,-7.81894559850932,119,0,/home/basantab/NTF2_project/20181119_GenerativeAlgorithm40Kbbs/121_or_less_aas/BVCCYVMK_BasicBeNTF2_designed_0000.pdb,-43.29384231567383,-23.199045181274414
den_BVQFXULE,55.86669394434787,1,36.602643442766144,26.486582365439588,5,3,4,58,2.2638011672680776,121,1,/home/basantab/NTF2_project/20181119_GenerativeAlgorithm40Kbbs/121_or_less_aas/BVQFXULE_BasicBeNTF2_designed_0000.pdb,-5.77477502822876,26.119352340698242
den_BXBAYREJ,33.18021510033748,1,82.68125795327077,26.647631951333384,5,3,3,42,-3.3974383525897025,113,0,/home/basantab/NTF2_project/20181119_GenerativeAlgorithm40Kbbs/121_or_less_aas/BXBAYREJ_BasicBeNTF2_designed_0000.pdb,-1.9330198764801025,48.36558532714844
den_BYYVJABW,16.501482636747397,2,80.30752425801343,19.543619005707285,3,3,3,14,-3.009844939132158,119,0,/home/basantab/NTF2_project/20181119_GenerativeAlgorithm40Kbbs/121_or_less_aas/BYYVJABW_BasicBeNTF2_designed_0000.pdb,-2.379984140396118,-44.693077087402344
den_BZETQXWZ,86.47769669538351,2,33.46093888875277,24.66442534549964,3,2,4,18,6.252164011984345,118,1,/home/basantab/NTF2_project/20181119_GenerativeAlgorithm40Kbbs/121_or_less_aas/BZETQXWZ_BasicBeNTF2_designed_0000.pdb,27.565763473510742,-20.492238998413086
den_BZVAYQNU,32.63754066743206,1,57.4289730445096,25.309044202859408,5,2,3,36,-3.33995676035698,118,0,/home/basantab/NTF2_project/20181119_GenerativeAlgorithm40Kbbs/121_or_less_aas/BZVAYQNU_BasicBeNTF2_designed_0000.pdb,15.365131378173828,49.50592803955078
den_CAAUPLAP,58.45937046353218,1,122.43737971908365,27.331141103031083,5,1,2,25,-10.06535335991628,121,0,/home/basantab/NTF2_project/20181119_GenerativeAlgorithm40Kbbs/121_or_less_aas/CAAUPLAP_BasicBeNTF2_designed_0000.pdb,-21.440622329711914,1.21934974193573
den_CBXMZOAB,46.630819707955055,1,45.69692828978179,21.986188063405063,5,3,3,38,-1.9906219195059975,113,1,/home/basantab/NTF2_project/20181119_GenerativeAlgorithm40Kbbs/121_or_less_aas/CBXMZOAB_BasicBeNTF2_designed_0000.pdb,9.666976928710938,37.300079345703125
den_CBZBKDPM,44.60977452851705,2,45.463651973427126,24.06774726044348,3,3,4,23,1.05023283285872,119,0,/home/basantab/NTF2_project/20181119_GenerativeAlgorithm40Kbbs/121_or_less_aas/CBZBKDPM_BasicBeNTF2_designed_0000.pdb,-0.27490755915641785,-37.479393005371094
den_CCIZLYMF,35.63551201923323,2,96.24282623217408,25.476395543905216,3,2,3,9,-6.74200158355961,113,0,/home/basantab/NTF2_project/20181119_GenerativeAlgorithm40Kbbs/121_or_less_aas/CCIZLYMF_BasicBeNTF2_designed_0000.pdb,12.227614402770996,-16.23706817626953
den_CCVKEDLW,53.82907992507131,1,40.50999417875179,22.796755344942365,5,3,3,39,-1.6787313890262237,113,1,/home/basantab/NTF2_project/20181119_GenerativeAlgorithm40Kbbs/121_or_less_aas/CCVKEDLW_BasicBeNTF2_designed_0000.pdb,8.012426376342773,37.49591064453125
den_CDYLRMIM,22.998233873530836,2,80.0938152874152,24.078433371669465,5,3,3,52,-3.9683568741633266,120,0,/home/basantab/NTF2_project/20181119_GenerativeAlgorithm40Kbbs/121_or_less_aas/CDYLRMIM_BasicBeNTF2_designed_0000.pdb,38.57487487792969,-9.473333358764648
den_CENBFYWR,56.153884960096136,1,42.577872597973496,24.799206377468256,5,2,3,35,-2.330231762801814,117,1,/home/basantab/NTF2_project/20181119_GenerativeAlgorithm40Kbbs/121_or_less_aas/CENBFYWR_BasicBeNTF2_designed_0000.pdb,18.194692611694336,37.17223358154297
den_CFSCGTBU,20.52161471469043,1,85.38449381629952,25.402979046278197,5,3,3,42,-4.359678573613218,120,0,/home/basantab/NTF2_project/20181119_GenerativeAlgorithm40Kbbs/121_or_less_aas/CFSCGTBU_BasicBeNTF2_designed_0000.pdb,15.602680206298828,50.28461456298828
den_CGLNXKMA,56.016746447798496,1,44.12711653909388,24.62641951457719,5,2,3,34,-1.3364992256510142,117,1,/home/basantab/NTF2_project/20181119_GenerativeAlgorithm40Kbbs/121_or_less_aas/CGLNXKMA_BasicBeNTF2_designed_0000.pdb,19.105318069458008,42.1805419921875
den_CGOJOJLW,50.146487578781944,2,43.06535817991783,22.82120307475136,5,3,3,48,-1.8222903122757632,121,1,/home/basantab/NTF2_project/20181119_GenerativeAlgorithm40Kbbs/121_or_less_aas/CGOJOJLW_BasicBeNTF2_designed_0000.pdb,50.62837600708008,0.8563642501831055
den_CIEXSFVX,59.51227530502304,1,50.85379334095666,24.848241746661753,5,3,3,39,-0.4523125709055549,116,1,/home/basantab/NTF2_project/20181119_GenerativeAlgorithm40Kbbs/121_or_less_aas/CIEXSFVX_BasicBeNTF2_designed_0000.pdb,22.191953659057617,47.096702575683594
den_CIJDIVGK,36.21406924665416,2,53.817117187002026,20.786373045279138,3,3,3,13,-4.375281580669837,117,0,/home/basantab/NTF2_project/20181119_GenerativeAlgorithm40Kbbs/121_or_less_aas/CIJDIVGK_BasicBeNTF2_designed_0000.pdb,2.9999077320098877,-30.782182693481445
den_CIQKUHRX,35.32518772420073,1,105.2338179727363,24.056822515753197,5,3,2,28,-9.15443093626467,121,0,/home/basantab/NTF2_project/20181119_GenerativeAlgorithm40Kbbs/121_or_less_aas/CIQKUHRX_BasicBeNTF2_designed_0000.pdb,-30.151636123657227,15.960841178894043
den_CJIRFACZ,64.05721888391692,1,40.612346461711596,25.043541941034565,5,2,3,34,0.12850199246754102,120,1,/home/basantab/NTF2_project/20181119_GenerativeAlgorithm40Kbbs/121_or_less_aas/CJIRFACZ_BasicBeNTF2_designed_0000.pdb,17.20319938659668,41.34109878540039
den_CJKVOFCQ,43.51871168465149,2,46.90189617403271,23.622846727394254,3,3,4,23,1.715718206486061,119,0,/home/basantab/NTF2_project/20181119_GenerativeAlgorithm40Kbbs/121_or_less_aas/CJKVOFCQ_BasicBeNTF2_designed_0000.pdb,-1.0046306848526,-36.36784744262695
den_CJZUUVJR,32.7822496794318,1,76.37970947015289,26.846447801591378,5,2,3,37,-3.7252793512151694,117,0,/home/basantab/NTF2_project/20181119_GenerativeAlgorithm40Kbbs/121_or_less_aas/CJZUUVJR_BasicBeNTF2_designed_0000.pdb,17.459314346313477,32.33114242553711
den_CKVXDXXF,24.785839572307935,1,75.3936187314052,25.670200180918602,5,2,3,37,-3.370951619675763,113,0,/home/basantab/NTF2_project/20181119_GenerativeAlgorithm40Kbbs/121_or_less_aas/CKVXDXXF_BasicBeNTF2_designed_0000.pdb,20.649446487426758,47.338050842285156
den_CNCTIXSH,56.30268459588265,1,36.95898066031459,21.617182493923117,5,3,3,38,-0.33048595998672603,120,1,/home/basantab/NTF2_project/20181119_GenerativeAlgorithm40Kbbs/121_or_less_aas/CNCTIXSH_BasicBeNTF2_designed_0000.pdb,8.599200248718262,24.6892147064209
den_CNRBOUBF,26.595920992516028,1,91.84521800557746,26.695711541178397,5,2,3,37,-5.706454589255026,117,0,/home/basantab/NTF2_project/20181119_GenerativeAlgorithm40Kbbs/121_or_less_aas/CNRBOUBF_BasicBeNTF2_designed_0000.pdb,-1.3947275876998901,47.58610534667969
den_CNWCDOCH,51.34469976749719,2,38.67461355593974,22.409699547323036,5,2,3,43,-2.0944386999563402,121,1,/home/basantab/NTF2_project/20181119_GenerativeAlgorithm40Kbbs/121_or_less_aas/CNWCDOCH_BasicBeNTF2_designed_0000.pdb,51.59272003173828,-2.604065179824829
den_CNWHQDUO,68.41362245275036,1,32.79584891699217,22.90595132600069,5,2,3,35,-0.03659213752800561,115,1,/home/basantab/NTF2_project/20181119_GenerativeAlgorithm40Kbbs/121_or_less_aas/CNWHQDUO_BasicBeNTF2_designed_0000.pdb,5.295766830444336,20.522159576416016
den_CPATEHQG,58.065575611627565,2,40.66787081193726,19.294233110537856,3,2,3,6,-1.0474939158435728,113,1,/home/basantab/NTF2_project/20181119_GenerativeAlgorithm40Kbbs/121_or_less_aas/CPATEHQG_BasicBeNTF2_designed_0000.pdb,16.814407348632812,-31.190900802612305
den_CROPRONP,55.636708086271184,2,47.551772422123456,20.399890743854783,3,3,3,11,-1.3223493276326455,116,1,/home/basantab/NTF2_project/20181119_GenerativeAlgorithm40Kbbs/121_or_less_aas/CROPRONP_BasicBeNTF2_designed_0000.pdb,-3.0803444385528564,-39.13390350341797
den_CSTOOMNY,60.92838256169661,1,52.656666536057074,24.605216576959094,5,2,3,35,-0.913237904610023,116,1,/home/basantab/NTF2_project/20181119_GenerativeAlgorithm40Kbbs/121_or_less_aas/CSTOOMNY_BasicBeNTF2_designed_0000.pdb,16.425235748291016,31.318178176879883
den_CTTGEASI,32.3636701845071,1,84.60642650067955,26.409261781326034,5,2,3,37,-2.9769542013958947,118,0,/home/basantab/NTF2_project/20181119_GenerativeAlgorithm40Kbbs/121_or_less_aas/CTTGEASI_BasicBeNTF2_designed_0000.pdb,15.848280906677246,48.75880813598633
den_CUFKVJCR,62.15189043035349,2,37.478297157068084,21.00170743363379,5,3,3,50,-2.47905263854979,121,1,/home/basantab/NTF2_project/20181119_GenerativeAlgorithm40Kbbs/121_or_less_aas/CUFKVJCR_BasicBeNTF2_designed_0000.pdb,-11.733786582946777,-38.893707275390625
den_CVIKAEMD,53.559412409426486,2,42.40009163850233,20.76364870804532,3,2,3,5,-0.673945648523798,121,1,/home/basantab/NTF2_project/20181119_GenerativeAlgorithm40Kbbs/121_or_less_aas/CVIKAEMD_BasicBeNTF2_designed_0000.pdb,9.74276065826416,-26.467641830444336
den_CVJHWXMT,61.81009528199097,2,42.84413094143582,20.492218938103562,3,2,3,7,-1.2214310857595283,116,1,/home/basantab/NTF2_project/20181119_GenerativeAlgorithm40Kbbs/121_or_less_aas/CVJHWXMT_BasicBeNTF2_designed_0000.pdb,-3.9029250144958496,-38.685028076171875
den_CVNUROSP,44.38585808271955,1,45.626822563701324,23.46230392890846,5,3,3,41,-4.008712147080203,121,0,/home/basantab/NTF2_project/20181119_GenerativeAlgorithm40Kbbs/121_or_less_aas/CVNUROSP_BasicBeNTF2_designed_0000.pdb,16.928945541381836,45.1320686340332
den_CWUFUOPT,35.667878772313344,2,54.762351602790005,21.682046778189388,3,3,3,13,-3.839979953262084,115,0,/home/basantab/NTF2_project/20181119_GenerativeAlgorithm40Kbbs/121_or_less_aas/CWUFUOPT_BasicBeNTF2_designed_0000.pdb,-1.8314286470413208,-38.0555305480957
den_DAAUFKPH,30.11801761075,2,84.54460458012242,22.701597710103325,3,3,3,14,-3.3176870598485735,113,0,/home/basantab/NTF2_project/20181119_GenerativeAlgorithm40Kbbs/121_or_less_aas/DAAUFKPH_BasicBeNTF2_designed_0000.pdb,13.444032669067383,-20.609760284423828
den_DCOJGOPC,66.17235803816209,2,49.29347224964925,22.13615192934028,3,2,3,7,-0.9445196866062577,116,1,/home/basantab/NTF2_project/20181119_GenerativeAlgorithm40Kbbs/121_or_less_aas/DCOJGOPC_BasicBeNTF2_designed_0000.pdb,21.076080322265625,-16.644847869873047
den_DCUIYAKC,76.37334167209718,1,28.198303796299516,23.972289154482556,5,3,3,40,2.2518468661360203,120,1,/home/basantab/NTF2_project/20181119_GenerativeAlgorithm40Kbbs/121_or_less_aas/DCUIYAKC_BasicBeNTF2_designed_0000.pdb,5.949807167053223,22.764999389648438
den_DDYOMCVW,49.777225344728976,2,53.32285125060462,25.69547224445098,3,2,3,8,-5.813631434152407,117,0,/home/basantab/NTF2_project/20181119_GenerativeAlgorithm40Kbbs/121_or_less_aas/DDYOMCVW_BasicBeNTF2_designed_0000.pdb,3.603487730026245,-16.665969848632812
den_DEGFMLJI,32.502876888389466,2,99.87192394682349,24.876871417958487,5,1,2,30,-9.821887570075809,115,0,/home/basantab/NTF2_project/20181119_GenerativeAlgorithm40Kbbs/121_or_less_aas/DEGFMLJI_BasicBeNTF2_designed_0000.pdb,4.920180797576904,-7.800578594207764
den_DEIJNGLP,20.04749977999245,2,93.30928054736741,22.76702629490343,3,3,3,14,-5.23816167019921,115,0,/home/basantab/NTF2_project/20181119_GenerativeAlgorithm40Kbbs/121_or_less_aas/DEIJNGLP_BasicBeNTF2_designed_0000.pdb,0.0026541147381067276,-34.16667938232422
den_DGJILEAZ,20.866431002832684,1,93.04404040574693,25.941917531657015,5,2,3,37,-4.834798460506054,116,0,/home/basantab/NTF2_project/20181119_GenerativeAlgorithm40Kbbs/121_or_less_aas/DGJILEAZ_BasicBeNTF2_designed_0000.pdb,0.1735478639602661,49.632450103759766
den_DGJWZHBK,70.4347377471976,2,21.854821313039793,25.548211725510267,3,3,4,21,4.7414776141987485,118,1,/home/basantab/NTF2_project/20181119_GenerativeAlgorithm40Kbbs/121_or_less_aas/DGJWZHBK_BasicBeNTF2_designed_0000.pdb,-1.4881583452224731,-28.878511428833008
den_DGSIDUZC,35.77047069633923,1,88.16825790017855,22.71357422452131,5,3,2,28,-7.357155600671743,115,0,/home/basantab/NTF2_project/20181119_GenerativeAlgorithm40Kbbs/121_or_less_aas/DGSIDUZC_BasicBeNTF2_designed_0000.pdb,-36.098514556884766,-28.598398208618164
den_DHNRMNLV,45.50350860873672,2,102.4861633431551,25.5395129985227,5,2,2,31,-8.93648022018748,119,0,/home/basantab/NTF2_project/20181119_GenerativeAlgorithm40Kbbs/121_or_less_aas/DHNRMNLV_BasicBeNTF2_designed_0000.pdb,6.295982360839844,-5.987914562225342
den_DIAARCTX,33.302787619871424,2,90.92016070619377,23.863057999809502,5,2,2,31,-8.376232409176126,121,0,/home/basantab/NTF2_project/20181119_GenerativeAlgorithm40Kbbs/121_or_less_aas/DIAARCTX_BasicBeNTF2_designed_0000.pdb,55.010292053222656,11.733087539672852
den_DIHJGBPK,39.936717633885564,2,50.07886598222004,21.945585125504348,5,3,3,51,-2.9553536316842024,118,0,/home/basantab/NTF2_project/20181119_GenerativeAlgorithm40Kbbs/121_or_less_aas/DIHJGBPK_BasicBeNTF2_designed_0000.pdb,34.19266128540039,-8.049094200134277
den_DIQOQTUN,47.40594390380957,2,111.03813535739965,21.438489346981267,3,1,2,2,-9.237600421561822,109,0,/home/basantab/NTF2_project/20181119_GenerativeAlgorithm40Kbbs/121_or_less_aas/DIQOQTUN_BasicBeNTF2_designed_0000.pdb,12.81511402130127,-18.60740089416504
den_DJAOGQAK,50.86231182165406,2,43.872112165353485,19.69163892244561,3,3,3,10,-1.786796977713406,120,1,/home/basantab/NTF2_project/20181119_GenerativeAlgorithm40Kbbs/121_or_less_aas/DJAOGQAK_BasicBeNTF2_designed_0000.pdb,-2.3466289043426514,-38.05685043334961
den_DJFMVEFY,40.354572362185166,1,50.09086884721302,22.275563197046726,5,3,3,41,-3.3448788028558276,110,0,/home/basantab/NTF2_project/20181119_GenerativeAlgorithm40Kbbs/121_or_less_aas/DJFMVEFY_BasicBeNTF2_designed_0000.pdb,-7.15924072265625,34.394962310791016
den_DJYBNYVK,28.01423235042469,1,81.45115898374097,22.161283232700647,5,3,2,28,-7.087731289399192,109,0,/home/basantab/NTF2_project/20181119_GenerativeAlgorithm40Kbbs/121_or_less_aas/DJYBNYVK_BasicBeNTF2_designed_0000.pdb,13.2510986328125,28.340774536132812
den_DKFVJUZV,62.4875223875449,1,38.93146728807818,24.86529473647802,5,2,3,34,-1.0926965455883693,114,1,/home/basantab/NTF2_project/20181119_GenerativeAlgorithm40Kbbs/121_or_less_aas/DKFVJUZV_BasicBeNTF2_designed_0000.pdb,9.836109161376953,38.74692916870117
den_DKXTHYDZ,35.88208479321517,1,96.01738711640938,23.86608181313963,5,2,2,27,-8.483873962634224,119,0,/home/basantab/NTF2_project/20181119_GenerativeAlgorithm40Kbbs/121_or_less_aas/DKXTHYDZ_BasicBeNTF2_designed_0000.pdb,-43.293758392333984,-23.85638999938965
den_DLBOOLAW,35.214207196783434,2,55.6920451864509,20.634777503416192,3,2,3,8,-4.24801557917853,117,0,/home/basantab/NTF2_project/20181119_GenerativeAlgorithm40Kbbs/121_or_less_aas/DLBOOLAW_BasicBeNTF2_designed_0000.pdb,24.696617126464844,-20.338045120239258
den_DNUTCLGV,46.858646643066606,1,43.30071048565762,23.053716964991544,5,3,3,41,-1.8680235124925133,111,0,/home/basantab/NTF2_project/20181119_GenerativeAlgorithm40Kbbs/121_or_less_aas/DNUTCLGV_BasicBeNTF2_designed_0000.pdb,9.812787055969238,32.035255432128906
den_DNUVKDNB,50.1599312699754,1,40.64835136678191,22.24608204630919,5,3,3,38,-0.6412669389615111,120,1,/home/basantab/NTF2_project/20181119_GenerativeAlgorithm40Kbbs/121_or_less_aas/DNUVKDNB_BasicBeNTF2_designed_0000.pdb,19.917163848876953,35.63107681274414
den_DOLRNLWL,35.80121280163763,1,56.12878538295799,25.453568015721114,5,2,3,36,-3.6982154654990804,113,0,/home/basantab/NTF2_project/20181119_GenerativeAlgorithm40Kbbs/121_or_less_aas/DOLRNLWL_BasicBeNTF2_designed_0000.pdb,-5.429643154144287,34.196449279785156
den_DPHDSXCF,43.17110784235271,1,110.61372308800847,26.402063277290654,5,1,2,26,-9.390859676504732,111,0,/home/basantab/NTF2_project/20181119_GenerativeAlgorithm40Kbbs/121_or_less_aas/DPHDSXCF_BasicBeNTF2_designed_0000.pdb,-0.8361797332763672,-2.373400926589966
den_DPWSBQIP,50.08867701339719,2,44.194101278351745,22.85467082277212,5,3,3,49,-3.080561272151801,121,1,/home/basantab/NTF2_project/20181119_GenerativeAlgorithm40Kbbs/121_or_less_aas/DPWSBQIP_BasicBeNTF2_designed_0000.pdb,45.240779876708984,-6.184150695800781
den_DQJLOMKR,40.6398053386136,1,49.999590665878436,25.403987138332354,5,2,3,36,-3.2141667231817923,117,0,/home/basantab/NTF2_project/20181119_GenerativeAlgorithm40Kbbs/121_or_less_aas/DQJLOMKR_BasicBeNTF2_designed_0000.pdb,17.15256690979004,37.71199417114258
den_DQOXGBIR,41.07703502664964,1,49.40088332903282,23.53263192547849,5,2,4,53,5.428971749033245,117,1,/home/basantab/NTF2_project/20181119_GenerativeAlgorithm40Kbbs/121_or_less_aas/DQOXGBIR_BasicBeNTF2_designed_0000.pdb,-3.3488943576812744,34.02189254760742
den_DRCJGRRJ,63.49698142865749,2,40.96505999394108,21.95573782797336,3,3,3,11,0.08213297216466842,116,1,/home/basantab/NTF2_project/20181119_GenerativeAlgorithm40Kbbs/121_or_less_aas/DRCJGRRJ_BasicBeNTF2_designed_0000.pdb,17.78250503540039,-20.970144271850586
den_DRNDLVJZ,26.372446068956293,2,98.73385247625974,24.851554616540522,5,2,2,31,-9.751446329571543,115,0,/home/basantab/NTF2_project/20181119_GenerativeAlgorithm40Kbbs/121_or_less_aas/DRNDLVJZ_BasicBeNTF2_designed_0000.pdb,6.137432098388672,-8.494474411010742
den_DTBVUVBZ,27.19555654917241,1,83.98890220031018,26.13855017473303,5,3,3,42,-3.3470478080453745,117,0,/home/basantab/NTF2_project/20181119_GenerativeAlgorithm40Kbbs/121_or_less_aas/DTBVUVBZ_BasicBeNTF2_designed_0000.pdb,14.079574584960938,44.83021926879883
den_DUGNGINI,16.00356886969533,2,83.9117918948383,22.843819876014305,3,3,3,14,-5.660780602807591,120,0,/home/basantab/NTF2_project/20181119_GenerativeAlgorithm40Kbbs/121_or_less_aas/DUGNGINI_BasicBeNTF2_designed_0000.pdb,8.761056900024414,-38.936317443847656
den_DUUSTPJJ,52.601047216465474,2,42.43137661272093,23.729752140985557,5,2,3,44,-2.3273312687418137,120,1,/home/basantab/NTF2_project/20181119_GenerativeAlgorithm40Kbbs/121_or_less_aas/DUUSTPJJ_BasicBeNTF2_designed_0000.pdb,44.26129913330078,1.1625324487686157
den_DVFFNETO,52.84772221338842,2,54.54869303535442,24.99969049900687,3,2,3,6,-3.8394114706453433,117,1,/home/basantab/NTF2_project/20181119_GenerativeAlgorithm40Kbbs/121_or_less_aas/DVFFNETO_BasicBeNTF2_designed_0000.pdb,11.54189395904541,-15.282471656799316
den_DVTYGZTL,57.64925155598755,1,46.21994254960473,25.777855235720182,5,2,3,33,-1.4598893532108992,118,1,/home/basantab/NTF2_project/20181119_GenerativeAlgorithm40Kbbs/121_or_less_aas/DVTYGZTL_BasicBeNTF2_designed_0000.pdb,11.522540092468262,38.849693298339844
den_DWFMATUA,55.3347974591547,2,48.34379054118125,20.571231309447917,3,2,3,7,-2.6354017354981476,120,1,/home/basantab/NTF2_project/20181119_GenerativeAlgorithm40Kbbs/121_or_less_aas/DWFMATUA_BasicBeNTF2_designed_0000.pdb,-4.364573955535889,-37.897396087646484
den_DZBRYTVA,52.16427666168997,2,47.0010454402081,20.53076193748014,3,3,3,10,-1.5467557461856654,121,1,/home/basantab/NTF2_project/20181119_GenerativeAlgorithm40Kbbs/121_or_less_aas/DZBRYTVA_BasicBeNTF2_designed_0000.pdb,-4.277912139892578,-46.98912811279297
den_DZCSLGUM,38.52144437054187,1,99.41394293239784,23.512738855242866,5,2,2,27,-8.790917458770597,109,0,/home/basantab/NTF2_project/20181119_GenerativeAlgorithm40Kbbs/121_or_less_aas/DZCSLGUM_BasicBeNTF2_designed_0000.pdb,1.1133294105529785,6.754129409790039
den_DZTBLGUS,36.02538121879002,1,98.5722483245362,25.503100643515246,5,1,2,26,-9.257319124442752,107,0,/home/basantab/NTF2_project/20181119_GenerativeAlgorithm40Kbbs/121_or_less_aas/DZTBLGUS_BasicBeNTF2_designed_0000.pdb,1.047852873802185,2.356095790863037
den_EALQHEOZ,63.55717279832396,1,28.859288325720332,22.991993925741525,5,3,3,38,1.0479936457087415,115,1,/home/basantab/NTF2_project/20181119_GenerativeAlgorithm40Kbbs/121_or_less_aas/EALQHEOZ_BasicBeNTF2_designed_0000.pdb,10.129983901977539,30.075193405151367
den_EBFSWXAP,49.75831780068134,2,41.87739809429507,18.877631741134085,3,3,3,13,-1.437748454645213,113,0,/home/basantab/NTF2_project/20181119_GenerativeAlgorithm40Kbbs/121_or_less_aas/EBFSWXAP_BasicBeNTF2_designed_0000.pdb,5.565981388092041,-39.19270706176758
den_ECAHIXHO,43.08048803722329,1,48.43639252844532,22.604521740382552,5,3,3,41,-5.198707899261668,113,0,/home/basantab/NTF2_project/20181119_GenerativeAlgorithm40Kbbs/121_or_less_aas/ECAHIXHO_BasicBeNTF2_designed_0000.pdb,7.048144817352295,35.12641143798828
den_ECJNGNUM,17.95066528175093,2,83.4949974477188,22.13143466321385,3,3,3,14,-4.2112259760689845,110,0,/home/basantab/NTF2_project/20181119_GenerativeAlgorithm40Kbbs/121_or_less_aas/ECJNGNUM_BasicBeNTF2_designed_0000.pdb,1.102500081062317,-40.50606155395508
den_EEXVGSGI,30.429072132932646,2,81.31267584279556,27.20865228913284,5,2,3,47,-3.0665810472342656,121,0,/home/basantab/NTF2_project/20181119_GenerativeAlgorithm40Kbbs/121_or_less_aas/EEXVGSGI_BasicBeNTF2_designed_0000.pdb,49.9548225402832,7.8867669105529785
den_EHQOTFBZ,35.6156971000444,1,107.24642864206184,24.07820382481629,5,2,2,27,-9.454274827203164,121,0,/home/basantab/NTF2_project/20181119_GenerativeAlgorithm40Kbbs/121_or_less_aas/EHQOTFBZ_BasicBeNTF2_designed_0000.pdb,-36.752906799316406,-26.297212600708008
den_EHTCOLFO,77.71258210229169,1,12.604961852052039,25.90182881036591,5,2,4,55,4.763867832479207,121,1,/home/basantab/NTF2_project/20181119_GenerativeAlgorithm40Kbbs/121_or_less_aas/EHTCOLFO_BasicBeNTF2_designed_0000.pdb,-9.209792137145996,27.137170791625977
den_EJMPQSOC,55.408933050348324,2,46.69515965825348,20.705674450596067,3,2,3,6,-1.2601003729301308,120,1,/home/basantab/NTF2_project/20181119_GenerativeAlgorithm40Kbbs/121_or_less_aas/EJMPQSOC_BasicBeNTF2_designed_0000.pdb,7.194226264953613,-30.8205509185791
